,Meta Data,Time Series (Daily)
1. Information,"Daily Prices (open, high, low, close) and Volumes",
2. Symbol,BHARTIARTL.BSE,
3. Last Refreshed,2024-10-11,
4. Output Size,Full size,
5. Time Zone,US/Eastern,
2024-01-11,,"{'1. open': '1064.6500', '2. high': '1074.3500', '3. low': '1057.2500', '4. close': '1062.8500', '5. volume': '96624'}"
2024-01-10,,"{'1. open': '1069.8500', '2. high': '1073.0000', '3. low': '1055.5500', '4. close': '1063.5500', '5. volume': '471498'}"
2024-01-09,,"{'1. open': '1052.0000', '2. high': '1067.2000', '3. low': '1048.4000', '4. close': '1064.9000', '5. volume': '1473314'}"
2024-01-08,,"{'1. open': '1054.7500', '2. high': '1058.8000', '3. low': '1046.2500', '4. close': '1049.1500', '5. volume': '79925'}"
2024-01-05,,"{'1. open': '1055.9000', '2. high': '1063.2500', '3. low': '1039.0000', '4. close': '1046.8500', '5. volume': '341349'}"
2024-01-04,,"{'1. open': '1036.9500', '2. high': '1059.0000', '3. low': '1027.6500', '4. close': '1049.1500', '5. volume': '45855'}"
2024-01-03,,"{'1. open': '1031.9000', '2. high': '1036.8500', '3. low': '1021.5000', '4. close': '1035.1000', '5. volume': '70944'}"
2024-01-02,,"{'1. open': '1018.0000', '2. high': '1025.4000', '3. low': '1016.1500', '4. close': '1021.9000', '5. volume': '88890'}"
2024-01-01,,"{'1. open': '1029.0500', '2. high': '1031.9500', '3. low': '1007.3000', '4. close': '1013.0500', '5. volume': '80617'}"
2023-12-29,,"{'1. open': '1034.0500', '2. high': '1043.0500', '3. low': '1024.3000', '4. close': '1032.8500', '5. volume': '616032'}"
2023-12-28,,"{'1. open': '1024.7500', '2. high': '1042.0000', '3. low': '1022.2500', '4. close': '1037.4000', '5. volume': '52687'}"
2023-12-27,,"{'1. open': '1000.0000', '2. high': '1024.0000', '3. low': '998.4500', '4. close': '1020.9500', '5. volume': '52677'}"
2023-12-26,,"{'1. open': '996.2500', '2. high': '1002.5500', '3. low': '989.7500', '4. close': '999.4500', '5. volume': '28166'}"
2023-12-22,,"{'1. open': '981.1500', '2. high': '998.6500', '3. low': '976.0000', '4. close': '989.2500', '5. volume': '139504'}"
2023-12-21,,"{'1. open': '968.4500', '2. high': '981.0000', '3. low': '959.8000', '4. close': '978.4000', '5. volume': '39089'}"
2023-12-20,,"{'1. open': '990.2000', '2. high': '994.1500', '3. low': '969.1000', '4. close': '971.2000', '5. volume': '32206'}"
2023-12-19,,"{'1. open': '994.1500', '2. high': '997.1000', '3. low': '985.6500', '4. close': '987.3500', '5. volume': '69328'}"
2023-12-18,,"{'1. open': '994.0500', '2. high': '998.8000', '3. low': '982.0500', '4. close': '990.1500', '5. volume': '103414'}"
2023-12-15,,"{'1. open': '1000.4000', '2. high': '1010.5000', '3. low': '988.0000', '4. close': '993.0000', '5. volume': '221886'}"
2023-12-14,,"{'1. open': '1005.0000', '2. high': '1010.9000', '3. low': '999.2500', '4. close': '1006.0500', '5. volume': '58408'}"
2023-12-13,,"{'1. open': '992.5500', '2. high': '1001.3500', '3. low': '992.0000', '4. close': '999.8500', '5. volume': '60164'}"
2023-12-12,,"{'1. open': '1000.3000', '2. high': '1000.3000', '3. low': '987.0000', '4. close': '995.7000', '5. volume': '60724'}"
2023-12-11,,"{'1. open': '997.9500', '2. high': '1004.0000', '3. low': '992.0500', '4. close': '1000.6500', '5. volume': '838033'}"
2023-12-08,,"{'1. open': '1003.7000', '2. high': '1003.7500', '3. low': '991.3500', '4. close': '999.5000', '5. volume': '357216'}"
2023-12-07,,"{'1. open': '1015.0000', '2. high': '1016.9500', '3. low': '997.9500', '4. close': '998.7500', '5. volume': '16855449'}"
2023-12-06,,"{'1. open': '1030.6000', '2. high': '1034.6500', '3. low': '1013.5500', '4. close': '1023.9500', '5. volume': '124239'}"
2023-12-05,,"{'1. open': '1032.4500', '2. high': '1046.3500', '3. low': '1022.0000', '4. close': '1030.6500', '5. volume': '25920'}"
2023-12-04,,"{'1. open': '1026.0500', '2. high': '1043.0500', '3. low': '1025.8500', '4. close': '1032.4000', '5. volume': '57046'}"
2023-12-01,,"{'1. open': '1018.9500', '2. high': '1022.1000', '3. low': '1008.0000', '4. close': '1015.0000', '5. volume': '403513'}"
2023-11-30,,"{'1. open': '998.6500', '2. high': '1018.0000', '3. low': '992.8000', '4. close': '1014.5500', '5. volume': '300407'}"
2023-11-29,,"{'1. open': '995.1000', '2. high': '1006.9000', '3. low': '990.6500', '4. close': '995.5000', '5. volume': '315851'}"
2023-11-28,,"{'1. open': '973.0500', '2. high': '987.5500', '3. low': '971.5500', '4. close': '985.5500', '5. volume': '37059'}"
2023-11-24,,"{'1. open': '966.9000', '2. high': '977.2500', '3. low': '966.9000', '4. close': '972.7500', '5. volume': '202156'}"
2023-11-23,,"{'1. open': '969.3500', '2. high': '980.8500', '3. low': '964.0000', '4. close': '977.3000', '5. volume': '291611'}"
2023-11-22,,"{'1. open': '978.3000', '2. high': '978.3000', '3. low': '966.0000', '4. close': '969.3000', '5. volume': '37917'}"
2023-11-21,,"{'1. open': '974.5500', '2. high': '976.0000', '3. low': '961.0000', '4. close': '971.4000', '5. volume': '96309'}"
2023-11-20,,"{'1. open': '948.7000', '2. high': '964.0000', '3. low': '942.0000', '4. close': '961.6000', '5. volume': '878076'}"
2023-11-17,,"{'1. open': '948.6500', '2. high': '954.2000', '3. low': '946.0500', '4. close': '947.6000', '5. volume': '157298'}"
2023-11-16,,"{'1. open': '950.9500', '2. high': '953.3500', '3. low': '943.0000', '4. close': '948.6500', '5. volume': '2472968'}"
2023-11-15,,"{'1. open': '950.0000', '2. high': '951.0000', '3. low': '936.1000', '4. close': '949.8000', '5. volume': '65209'}"
2023-11-13,,"{'1. open': '944.9500', '2. high': '944.9500', '3. low': '933.8500', '4. close': '935.1500', '5. volume': '23813'}"
2023-11-10,,"{'1. open': '935.9500', '2. high': '937.2500', '3. low': '929.3000', '4. close': '935.4500', '5. volume': '182637'}"
2023-11-09,,"{'1. open': '936.9000', '2. high': '937.0000', '3. low': '930.9000', '4. close': '932.3000', '5. volume': '16325'}"
2023-11-08,,"{'1. open': '940.6000', '2. high': '941.1500', '3. low': '934.6000', '4. close': '936.9000', '5. volume': '15817'}"
2023-11-07,,"{'1. open': '939.1000', '2. high': '939.1000', '3. low': '932.8000', '4. close': '937.0000', '5. volume': '32647'}"
2023-11-06,,"{'1. open': '938.6500', '2. high': '940.7500', '3. low': '929.8000', '4. close': '939.1000', '5. volume': '46152'}"
2023-11-03,,"{'1. open': '925.0000', '2. high': '933.4000', '3. low': '922.0500', '4. close': '930.7000', '5. volume': '397470'}"
2023-11-02,,"{'1. open': '918.0000', '2. high': '925.9500', '3. low': '916.7000', '4. close': '924.1500', '5. volume': '37554'}"
2023-11-01,,"{'1. open': '899.8500', '2. high': '914.5500', '3. low': '896.0000', '4. close': '913.6000', '5. volume': '48824'}"
2023-10-31,,"{'1. open': '923.9500', '2. high': '923.9500', '3. low': '913.0000', '4. close': '914.2000', '5. volume': '291293'}"
2023-10-30,,"{'1. open': '916.0000', '2. high': '931.7500', '3. low': '910.6500', '4. close': '925.9000', '5. volume': '188488'}"
2023-10-27,,"{'1. open': '912.9500', '2. high': '918.0000', '3. low': '906.3500', '4. close': '914.5500', '5. volume': '67834'}"
2023-10-26,,"{'1. open': '923.0000', '2. high': '923.0000', '3. low': '900.7500', '4. close': '905.0000', '5. volume': '540437'}"
2023-10-25,,"{'1. open': '924.1000', '2. high': '939.5000', '3. low': '919.0000', '4. close': '922.5500', '5. volume': '479235'}"
2023-10-23,,"{'1. open': '947.3000', '2. high': '949.0000', '3. low': '937.3500', '4. close': '939.7500', '5. volume': '54941'}"
2023-10-20,,"{'1. open': '940.0000', '2. high': '947.6500', '3. low': '937.4500', '4. close': '945.1000', '5. volume': '305861'}"
2023-10-19,,"{'1. open': '945.0000', '2. high': '951.3500', '3. low': '933.7500', '4. close': '942.7000', '5. volume': '593207'}"
2023-10-18,,"{'1. open': '955.0000', '2. high': '959.0000', '3. low': '950.7500', '4. close': '952.8000', '5. volume': '122404'}"
2023-10-17,,"{'1. open': '946.5000', '2. high': '960.3000', '3. low': '946.5000', '4. close': '954.1000', '5. volume': '303656'}"
2023-10-16,,"{'1. open': '955.2500', '2. high': '959.0000', '3. low': '943.9000', '4. close': '945.5500', '5. volume': '42497'}"
2023-10-13,,"{'1. open': '944.0000', '2. high': '956.1500', '3. low': '944.0000', '4. close': '954.2500', '5. volume': '512845'}"
2023-10-12,,"{'1. open': '961.3500', '2. high': '961.3500', '3. low': '946.9500', '4. close': '950.8500', '5. volume': '374967'}"
2023-10-11,,"{'1. open': '953.9500', '2. high': '956.7500', '3. low': '948.1000', '4. close': '955.4500', '5. volume': '1386019'}"
2023-10-10,,"{'1. open': '922.0500', '2. high': '953.6000', '3. low': '922.0500', '4. close': '948.7000', '5. volume': '109590'}"
2023-10-09,,"{'1. open': '908.0500', '2. high': '927.9500', '3. low': '908.0500', '4. close': '924.8500', '5. volume': '50338'}"
2023-10-06,,"{'1. open': '928.0500', '2. high': '929.0000', '3. low': '924.2500', '4. close': '926.0500', '5. volume': '344042'}"
2023-10-05,,"{'1. open': '927.6500', '2. high': '929.7000', '3. low': '920.5500', '4. close': '928.7000', '5. volume': '49979'}"
2023-10-04,,"{'1. open': '919.9500', '2. high': '927.4500', '3. low': '919.0000', '4. close': '924.7000', '5. volume': '86479'}"
2023-10-03,,"{'1. open': '923.6500', '2. high': '928.0000', '3. low': '916.0000', '4. close': '924.9500', '5. volume': '49364'}"
2023-09-29,,"{'1. open': '934.9500', '2. high': '935.6000', '3. low': '921.8000', '4. close': '926.4000', '5. volume': '84725'}"
2023-09-28,,"{'1. open': '926.0500', '2. high': '932.0000', '3. low': '918.8000', '4. close': '925.0500', '5. volume': '43067'}"
2023-09-27,,"{'1. open': '913.7500', '2. high': '921.0000', '3. low': '907.9000', '4. close': '919.6000', '5. volume': '111817'}"
2023-09-26,,"{'1. open': '905.8000', '2. high': '920.8500', '3. low': '905.8000', '4. close': '912.1500', '5. volume': '160917'}"
2023-09-25,,"{'1. open': '911.0000', '2. high': '913.0000', '3. low': '902.4500', '4. close': '910.0000', '5. volume': '26310'}"
2023-09-22,,"{'1. open': '919.8500', '2. high': '922.7000', '3. low': '904.0500', '4. close': '911.2000', '5. volume': '61487'}"
2023-09-21,,"{'1. open': '909.9500', '2. high': '920.0000', '3. low': '903.4000', '4. close': '918.1000', '5. volume': '48080'}"
2023-09-20,,"{'1. open': '910.0000', '2. high': '919.1000', '3. low': '904.6000', '4. close': '911.0000', '5. volume': '62859'}"
2023-09-18,,"{'1. open': '930.0000', '2. high': '935.9500', '3. low': '918.4000', '4. close': '920.4000', '5. volume': '73594'}"
2023-09-15,,"{'1. open': '908.6500', '2. high': '948.0000', '3. low': '908.6500', '4. close': '936.4500', '5. volume': '115612'}"
2023-09-14,,"{'1. open': '920.0000', '2. high': '920.0000', '3. low': '910.0000', '4. close': '914.7500', '5. volume': '54859'}"
2023-09-13,,"{'1. open': '886.2500', '2. high': '918.0000', '3. low': '886.0000', '4. close': '914.9000', '5. volume': '180451'}"
2023-09-12,,"{'1. open': '893.0000', '2. high': '896.4500', '3. low': '885.0000', '4. close': '890.6500', '5. volume': '73062'}"
2023-09-11,,"{'1. open': '885.7500', '2. high': '892.3000', '3. low': '884.0000', '4. close': '889.6500', '5. volume': '30906'}"
2023-09-08,,"{'1. open': '880.0500', '2. high': '890.1000', '3. low': '878.6000', '4. close': '885.7500', '5. volume': '242457'}"
2023-09-07,,"{'1. open': '882.9500', '2. high': '883.3000', '3. low': '873.4000', '4. close': '875.1000', '5. volume': '47028'}"
2023-09-06,,"{'1. open': '866.1500', '2. high': '882.4500', '3. low': '865.6000', '4. close': '879.1000', '5. volume': '99018'}"
2023-09-05,,"{'1. open': '860.1000', '2. high': '867.0000', '3. low': '858.5500', '4. close': '866.0000', '5. volume': '28671'}"
2023-09-04,,"{'1. open': '860.8000', '2. high': '869.4000', '3. low': '859.4000', '4. close': '865.0500', '5. volume': '48348'}"
2023-09-01,,"{'1. open': '856.7500', '2. high': '867.9000', '3. low': '852.9000', '4. close': '865.9000', '5. volume': '621582'}"
2023-08-31,,"{'1. open': '853.0500', '2. high': '859.4500', '3. low': '847.6000', '4. close': '856.8000', '5. volume': '10753690'}"
2023-08-30,,"{'1. open': '862.8500', '2. high': '862.8500', '3. low': '856.5500', '4. close': '857.4500', '5. volume': '39365'}"
2023-08-29,,"{'1. open': '876.9500', '2. high': '876.9500', '3. low': '849.0000', '4. close': '855.0500', '5. volume': '11082540'}"
2023-08-28,,"{'1. open': '873.4000', '2. high': '875.6500', '3. low': '865.9000', '4. close': '870.2500', '5. volume': '82247'}"
2023-08-25,,"{'1. open': '869.7500', '2. high': '876.2500', '3. low': '861.8500', '4. close': '873.4000', '5. volume': '722632'}"
2023-08-24,,"{'1. open': '868.0500', '2. high': '875.2000', '3. low': '864.4500', '4. close': '869.4500', '5. volume': '35155'}"
2023-08-23,,"{'1. open': '876.2500', '2. high': '876.2500', '3. low': '866.9500', '4. close': '868.0000', '5. volume': '60457'}"
2023-08-22,,"{'1. open': '870.0500', '2. high': '880.0000', '3. low': '866.1000', '4. close': '877.4500', '5. volume': '23401'}"
2023-08-21,,"{'1. open': '850.5500', '2. high': '873.7000', '3. low': '850.5500', '4. close': '871.8500', '5. volume': '23240'}"
2023-08-18,,"{'1. open': '857.0500', '2. high': '861.7500', '3. low': '853.0000', '4. close': '856.0000', '5. volume': '685282'}"
2023-08-17,,"{'1. open': '857.0000', '2. high': '859.6500', '3. low': '849.9000', '4. close': '856.6000', '5. volume': '49794'}"
2023-08-16,,"{'1. open': '867.0500', '2. high': '871.8000', '3. low': '853.7500', '4. close': '857.0000', '5. volume': '20789'}"
2023-08-14,,"{'1. open': '868.0500', '2. high': '870.7000', '3. low': '857.7500', '4. close': '866.8000', '5. volume': '24247'}"
2023-08-11,,"{'1. open': '873.8500', '2. high': '873.8500', '3. low': '865.3000', '4. close': '870.4500', '5. volume': '33401'}"
2023-08-10,,"{'1. open': '883.7500', '2. high': '883.7500', '3. low': '868.5000', '4. close': '874.4500', '5. volume': '41988'}"
2023-08-09,,"{'1. open': '882.0500', '2. high': '897.4500', '3. low': '878.8500', '4. close': '883.7500', '5. volume': '83123'}"
2023-08-08,,"{'1. open': '895.9500', '2. high': '895.9500', '3. low': '880.6000', '4. close': '884.8500', '5. volume': '21899'}"
2023-08-07,,"{'1. open': '877.0500', '2. high': '900.0000', '3. low': '877.0500', '4. close': '891.0500', '5. volume': '76965'}"
2023-08-04,,"{'1. open': '871.9000', '2. high': '892.9500', '3. low': '865.6500', '4. close': '890.3000', '5. volume': '405027'}"
2023-08-03,,"{'1. open': '874.0500', '2. high': '881.9500', '3. low': '865.0500', '4. close': '871.9500', '5. volume': '62261'}"
2023-08-02,,"{'1. open': '873.8500', '2. high': '890.6000', '3. low': '873.0000', '4. close': '877.7500', '5. volume': '35025'}"
2023-08-01,,"{'1. open': '890.6500', '2. high': '897.2500', '3. low': '888.0500', '4. close': '891.5500', '5. volume': '1981863'}"
2023-07-31,,"{'1. open': '886.1000', '2. high': '897.8500', '3. low': '885.4000', '4. close': '890.2500', '5. volume': '26245'}"
2023-07-28,,"{'1. open': '899.0000', '2. high': '899.9500', '3. low': '890.2000', '4. close': '894.7000', '5. volume': '430416'}"
2023-07-27,,"{'1. open': '888.0500', '2. high': '901.5500', '3. low': '888.0500', '4. close': '894.5000', '5. volume': '43854'}"
2023-07-26,,"{'1. open': '877.0500', '2. high': '896.4500', '3. low': '877.0500', '4. close': '888.3500', '5. volume': '79615'}"
2023-07-25,,"{'1. open': '887.0000', '2. high': '894.1500', '3. low': '879.1000', '4. close': '884.2000', '5. volume': '25104'}"
2023-07-24,,"{'1. open': '882.7000', '2. high': '892.6500', '3. low': '880.7000', '4. close': '887.8500', '5. volume': '16369'}"
2023-07-21,,"{'1. open': '879.9500', '2. high': '892.2000', '3. low': '874.8500', '4. close': '885.8500', '5. volume': '759269'}"
2023-07-20,,"{'1. open': '871.0000', '2. high': '886.5500', '3. low': '868.4500', '4. close': '884.8000', '5. volume': '26879'}"
2023-07-19,,"{'1. open': '871.4000', '2. high': '877.0000', '3. low': '867.2000', '4. close': '869.8000', '5. volume': '59307'}"
2023-07-18,,"{'1. open': '878.1000', '2. high': '880.0000', '3. low': '863.0000', '4. close': '875.7500', '5. volume': '318615'}"
2023-07-17,,"{'1. open': '886.5000', '2. high': '890.2500', '3. low': '876.2000', '4. close': '878.6500', '5. volume': '57363'}"
2023-07-14,,"{'1. open': '885.0000', '2. high': '890.3000', '3. low': '879.4000', '4. close': '886.5500', '5. volume': '186963'}"
2023-07-13,,"{'1. open': '883.2500', '2. high': '892.6000', '3. low': '883.2500', '4. close': '885.1500', '5. volume': '23427'}"
2023-07-12,,"{'1. open': '891.6500', '2. high': '895.2500', '3. low': '882.9500', '4. close': '888.5500', '5. volume': '64835'}"
2023-07-11,,"{'1. open': '890.0000', '2. high': '893.0000', '3. low': '886.4500', '4. close': '891.9000', '5. volume': '115650'}"
2023-07-10,,"{'1. open': '867.0000', '2. high': '889.7500', '3. low': '864.9500', '4. close': '885.8500', '5. volume': '104452'}"
2023-07-07,,"{'1. open': '866.0000', '2. high': '883.5000', '3. low': '862.8000', '4. close': '871.1000', '5. volume': '3402139'}"
2023-07-06,,"{'1. open': '865.8500', '2. high': '877.6000', '3. low': '863.6500', '4. close': '870.1500', '5. volume': '61103'}"
2023-07-05,,"{'1. open': '866.5500', '2. high': '870.5000', '3. low': '863.1000', '4. close': '866.3500', '5. volume': '58519'}"
2023-07-04,,"{'1. open': '875.3500', '2. high': '875.3500', '3. low': '859.2500', '4. close': '865.5000', '5. volume': '100727'}"
2023-07-03,,"{'1. open': '878.2500', '2. high': '884.0000', '3. low': '874.5500', '4. close': '879.0500', '5. volume': '145114'}"
2023-06-30,,"{'1. open': '875.3000', '2. high': '882.9500', '3. low': '867.0000', '4. close': '878.1500', '5. volume': '19165641'}"
2023-06-28,,"{'1. open': '868.4000', '2. high': '873.5000', '3. low': '863.8500', '4. close': '872.0500', '5. volume': '98854'}"
2023-06-27,,"{'1. open': '855.6000', '2. high': '871.3500', '3. low': '853.6500', '4. close': '864.9500', '5. volume': '92867'}"
2023-06-26,,"{'1. open': '858.0000', '2. high': '858.0000', '3. low': '846.1500', '4. close': '851.8000', '5. volume': '47344'}"
2023-06-23,,"{'1. open': '845.0000', '2. high': '862.5000', '3. low': '841.8500', '4. close': '856.2500', '5. volume': '268661'}"
2023-06-22,,"{'1. open': '838.9500', '2. high': '843.7000', '3. low': '834.8000', '4. close': '842.8000', '5. volume': '70829'}"
2023-06-21,,"{'1. open': '830.9000', '2. high': '840.5000', '3. low': '830.4000', '4. close': '838.7000', '5. volume': '62411'}"
2023-06-20,,"{'1. open': '829.7000', '2. high': '833.1500', '3. low': '827.0000', '4. close': '831.4500', '5. volume': '22185'}"
2023-06-19,,"{'1. open': '837.4000', '2. high': '840.0000', '3. low': '827.5500', '4. close': '828.0500', '5. volume': '30104'}"
2023-06-16,,"{'1. open': '824.8000', '2. high': '839.6000', '3. low': '821.0000', '4. close': '837.4000', '5. volume': '72812'}"
2023-06-15,,"{'1. open': '825.0000', '2. high': '833.6000', '3. low': '824.8000', '4. close': '829.9500', '5. volume': '23969'}"
2023-06-14,,"{'1. open': '830.0500', '2. high': '831.9500', '3. low': '819.0000', '4. close': '827.9000', '5. volume': '58747'}"
2023-06-13,,"{'1. open': '835.2500', '2. high': '843.8500', '3. low': '832.6500', '4. close': '834.1000', '5. volume': '38496'}"
2023-06-12,,"{'1. open': '832.7500', '2. high': '843.4000', '3. low': '832.0000', '4. close': '836.6000', '5. volume': '29406'}"
2023-06-09,,"{'1. open': '836.0500', '2. high': '839.8000', '3. low': '828.7500', '4. close': '832.7000', '5. volume': '25419'}"
2023-06-08,,"{'1. open': '845.0000', '2. high': '849.1000', '3. low': '834.3000', '4. close': '835.7000', '5. volume': '43264'}"
2023-06-07,,"{'1. open': '826.5000', '2. high': '847.3500', '3. low': '826.5000', '4. close': '842.9000', '5. volume': '44800'}"
2023-06-06,,"{'1. open': '830.6000', '2. high': '838.3500', '3. low': '826.1000', '4. close': '829.2000', '5. volume': '25228'}"
2023-06-05,,"{'1. open': '839.8500', '2. high': '841.2500', '3. low': '832.0500', '4. close': '834.2500', '5. volume': '301626'}"
2023-06-02,,"{'1. open': '831.3500', '2. high': '838.9000', '3. low': '827.3000', '4. close': '836.2000', '5. volume': '614899'}"
2023-06-01,,"{'1. open': '841.0000', '2. high': '841.0000', '3. low': '823.0500', '4. close': '828.0500', '5. volume': '211755'}"
2023-05-31,,"{'1. open': '818.0000', '2. high': '888.0000', '3. low': '818.0000', '4. close': '857.4000', '5. volume': '181058'}"
2023-05-30,,"{'1. open': '821.3000', '2. high': '826.0000', '3. low': '812.6500', '4. close': '818.2500', '5. volume': '168520'}"
2023-05-29,,"{'1. open': '821.0500', '2. high': '826.8500', '3. low': '818.0000', '4. close': '821.3000', '5. volume': '36540'}"
2023-05-26,,"{'1. open': '825.0000', '2. high': '828.2500', '3. low': '813.3500', '4. close': '817.8500', '5. volume': '85739'}"
